collection,name,lrv,r,g,b
LackChamp_RAL,RAL 6033,23,69,134,129
LackChamp_RAL,RAL 6034,39,121,170,173
LackChamp_RAL,RAL 7000,26,125,135,142
LackChamp_RAL,RAL 7001,32,142,149,155
LackChamp_RAL,RAL 7002,23,131,124,105
LackChamp_RAL,RAL 7003,21,121,118,106
LackChamp_RAL,RAL 7004,35,156,154,155
LackChamp_RAL,RAL 7005,19,110,112,109
LackChamp_RAL,RAL 7006,17,118,107,95
LackChamp_RAL,RAL 7008,15,119,100,70
LackChamp_RAL,RAL 7009,13,92,95,87
LackChamp_RAL,RAL 7010,13,91,92,89
LackChamp_RAL,RAL 7011,12,83,88,93
LackChamp_RAL,RAL 7012,14,93,96,99
LackChamp_RAL,RAL 7013,11,89,83,73
LackChamp_RAL,RAL 7015,12,84,84,93
LackChamp_RAL,RAL 7016,8,64,67,74
LackChamp_RAL,RAL 7021,7,57,57,63
LackChamp_RAL,RAL 7022,10,81,79,76
LackChamp_RAL,RAL 7023,24,127,126,118
LackChamp_RAL,RAL 7024,10,75,76,83
LackChamp_RAL,RAL 7026,9,62,71,76
LackChamp_RAL,RAL 7030,30,146,142,133
LackChamp_RAL,RAL 7031,17,97,106,112
LackChamp_RAL,RAL 7032,45,181,176,159
LackChamp_RAL,RAL 7033,25,127,131,117
LackChamp_RAL,RAL 7034,28,146,139,114
LackChamp_RAL,RAL 7035,59,198,200,196
LackChamp_RAL,RAL 7036,32,153,147,146
LackChamp_RAL,RAL 7037,24,126,126,125
LackChamp_RAL,RAL 7038,46,175,176,168
LackChamp_RAL,RAL 7039,17,110,105,100
LackChamp_RAL,RAL 7040,36,153,157,161
LackChamp_RAL,RAL 7042,31,143,147,146
LackChamp_RAL,RAL 7043,12,84,86,87
LackChamp_RAL,RAL 7044,48,186,181,171
LackChamp_RAL,RAL 7045,32,142,145,148
LackChamp_RAL,RAL 7046,26,127,132,137
LackChamp_RAL,RAL 7047,60,202,199,197
LackChamp_RAL,RAL 8000,19,140,111,72
LackChamp_RAL,RAL 8001,19,157,105,57
LackChamp_RAL,RAL 8002,13,126,81,69
LackChamp_RAL,RAL 8003,13,133,84,57
LackChamp_RAL,RAL 8004,14,147,81,63
LackChamp_RAL,RAL 8007,11,116,76,56
LackChamp_RAL,RAL 8008,12,118,83,56
LackChamp_RAL,RAL 8011,8,96,64,53
LackChamp_RAL,RAL 8012,8,108,60,57
LackChamp_RAL,RAL 8014,7,81,63,57
LackChamp_RAL,RAL 8015,8,102,56,54
LackChamp_RAL,RAL 8016,7,85,55,51
LackChamp_RAL,RAL 8017,7,76,56,57
LackChamp_RAL,RAL 8019,7,67,60,62
LackChamp_RAL,RAL 8022,5,48,43,48
LackChamp_RAL,RAL 8023,18,167,94,55
LackChamp_RAL,RAL 8024,13,124,86,66
LackChamp_RAL,RAL 8025,14,120,92,78
LackChamp_RAL,RAL 8028,8,86,66,57
LackChamp_RAL,RAL 9001,77,235,226,211
LackChamp_RAL,RAL 9002,68,218,215,205
LackChamp_RAL,RAL 9003,85,238,237,232
LackChamp_RAL,RAL 9004,6,54,52,57
LackChamp_RAL,RAL 9005,4,39,37,44
LackChamp_RAL,RAL 9006,,162,162,160
LackChamp_RAL,RAL 9007,,139,136,134
LackChamp_RAL,RAL 9010,86,242,238,228
LackChamp_RAL,RAL 9011,5,46,46,53
LackChamp_RAL,RAL 9016,88,243,240,233
LackChamp_RAL,RAL 9017,5,51,48,52
LackChamp_RAL,RAL 9018,61,202,204,199
LackChamp_DB,DB 301,,130,74,73
LackChamp_DB,DB 310,,130,63,61
LackChamp_DB,DB 501,,96,123,129
LackChamp_DB,DB 502,,58,87,101
LackChamp_DB,DB 503,,48,77,98
LackChamp_DB,DB 510,,54,88,116
LackChamp_DB,DB 601,,111,121,103
LackChamp_DB,DB 602,,90,114,102
LackChamp_DB,DB 603,,82,100,91
LackChamp_DB,DB 610,,65,119,112
LackChamp_DB,DB 701,,144,144,142
LackChamp_DB,DB 702,,115,113,111
LackChamp_DB,DB 703,,87,85,86
LackChamp_DB,DB 704,,141,141,137
LackChamp_Metallics,LC Silber gl,,145,148,149
LackChamp_Metallics,LC Silber sm,,149,149,147
LackChamp_Metallics,LC Gold,,176,144,22
LackChamp_Metallics,LC Kupfer,,153,106,82
LackChamp_Metallics,RAL 1035,,151,139,121
LackChamp_Metallics,RAL 1036,,149,121,84
LackChamp_Metallics,RAL 2013,,153,76,56
LackChamp_Metallics,RAL 3032,,125,44,57
LackChamp_Metallics,RAL 3033,,182,71,71
LackChamp_Metallics,RAL 4011,,134,110,151
LackChamp_Metallics,RAL 4012,,117,110,133
LackChamp_Metallics,RAL 5025,,50,97,117
LackChamp_Metallics,RAL 5026,,47,57,91
LackChamp_Metallics,RAL 6035,,39,85,62
LackChamp_Metallics,RAL 6036,,22,94,87
LackChamp_Metallics,RAL 7048,,133,126,117
LackChamp_Metallics,RAL 8029,,133,72,60
LackChamp_Metallics,RAL 9022,,153,151,151
LackChamp_Metallics,RAL 9023,,125,124,128
Trend 2012_2013,Authentic Life 01,11,74,92,101
Trend 2012_2013,Authentic Life 02,62,168,210,213
Trend 2012_2013,Authentic Life 03,84,231,237,231
Trend 2012_2013,Authentic Life 04,35,125,166,97
Trend 2012_2013,Authentic Life 05,48,168,192,113
Trend 2012_2013,Authentic Life 06,61,196,206,183
Trend 2012_2013,Authentic Life 07,76,219,229,203
Trend 2012_2013,Authentic Life 08,11,92,87,82
Trend 2012_2013,Authentic Life 09,55,213,190,165
Trend 2012_2013,Authentic Life 10,72,245,226,106
Trend 2012_2013,Re Urban 01,31,241,109,98
Trend 2012_2013,Re Urban 02,10,99,74,76
Trend 2012_2013,Re Urban 03,75,226,224,220
Trend 2012_2013,Re Urban 04,49,180,184,180
Trend 2012_2013,Re Urban 05,82,254,233,174
Trend 2012_2013,Re Urban 06,66,240,212,123
Trend 2012_2013,Re Urban 07,43,200,171,80
Trend 2012_2013,Re Urban 08,21,58,128,142
Trend 2012_2013,Re Urban 09,14,28,104,119
Trend 2012_2013,Re Urban 10,63,255,203,40
Trend 2012_2013,Sensual Delight 01,69,204,211,232
Trend 2012_2013,Sensual Delight 02,7,58,61,83
Trend 2012_2013,Sensual Delight 03,41,114,155,213
Trend 2012_2013,Sensual Delight 04,69,224,208,228
Trend 2012_2013,Sensual Delight 05,83,233,232,237
Trend 2012_2013,Sensual Delight 06,71,193,220,232
Trend 2012_2013,Sensual Delight 07,87,245,238,225
Trend 2012_2013,Sensual Delight 08,28,231,97,112
Trend 2012_2013,Sensual Delight 09,48,191,174,175
Trend 2012_2013,Sensual Delight 10,85,229,237,232
Trend 2012_2013,Extraordinary 01,41,176,163,167
Trend 2012_2013,Extraordinary 02,68,218,210,218
Trend 2012_2013,Extraordinary 03,10,111,74,85
Trend 2012_2013,Extraordinary 04,18,175,92,84
Trend 2012_2013,Extraordinary 05,6,75,58,60
Trend 2012_2013,Extraordinary 06,26,157,132,115
Trend 2012_2013,Extraordinary 07,61,215,200,184
Trend 2012_2013,Extraordinary 08,40,151,169,154
Trend 2012_2013,Extraordinary 09,8,89,69,81
Trend 2012_2013,Extraordinary 10,9,130,57,76
Wetterschutzfarbe,Capadur Weiß deckend,,246,244,239
Wetterschutzfarbe,Capadur Schwedenblau,,4,72,126
Wetterschutzfarbe,Capadur Schwedengelb,,213,170,106
Wetterschutzfarbe,Capadur Schwedengruen,,33,71,63
Wetterschutzfarbe,Capadur Schokoladenbraun,,76,56,57
Wetterschutzfarbe,Capadur Lichtgrau,,198,200,196
Wetterschutzfarbe,Capadur Tiefschwarz,,39,37,44
Wetterschutzfarbe,Capadur Schwedenrot,,138,70,59
